"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"IMMA","North East Indian Ocean and South East Asian Seas","Buleleng IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/buleleng/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1","Stenella longirostris, Lagenodelphis hosei","Grampus griseus, Globicephala macrorhynchus, Stenella attenuata, Tursiops truncatus","Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Swatch-of-No-Ground IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/swatch-of-no-ground/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, D1","Tursiops aduncus, Balaenoptera edeni","Stenella attenuata, Stenella longirostris, Steno bredanensis, Pseudorca crassidens","Bangladesh, India"
"IMMA","North East Indian Ocean and South East Asian Seas","Bintuni Bay, West Papua IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/bituni-bay-west-papua/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C2","Sousa sahulensis","Stenella longirostris, Tursiops aduncus, Tursiops truncatus, Balaenoptera edeni","Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Eastern Lesser Sunda Islands and Timor Coastal Area IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lesser-sunda-timor-coast/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Dugong dugon","Stenella attenuata, Peponocephala electra, Grampus griseus","Timor-Leste, Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Kaimana, West Papua IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kaimana-west-papua/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2","Sousa sahulensis, Tursiops aduncus, Balaenoptera edeni, Dugong dugon","Stenella longirostris, Stenella attenuata","Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Coastal Northern Bay of Bengal IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/coastal-northern-bay-bengal/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, D1","Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides","Balaenoptera edeni, Tursiops aduncus","Bangladesh, India"
"IMMA","North East Indian Ocean and South East Asian Seas","Matang Mangroves and Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/matang-mangroves-coastal-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides","Tursiops aduncus, Stenella longirostris","Malaysia"
"IMMA","North East Indian Ocean and South East Asian Seas","Balikpapan, Adang and Apar Bays IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/balikpapan-adang-apar-bays/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2, D1","Orcaella brevirostris, Dugong dugon","Neophocaena phocaenoides, Tursiops aduncus","Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Sundarbans IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/sundarbans/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2","Orcaella brevirostris, Platanista gangetica","Sousa chinensis, Neophocaena phocaenoides","Bangladesh, India"
"IMMA","North East Indian Ocean and South East Asian Seas","Western Lesser Sunda Islands and Sumba Coastal Area IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lesser-sunda-sumba-coast/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Dugong dugon","Stenella longirostris, Stenella attenuata","Indonesia"
"IMMA","North East Indian Ocean and South East Asian Seas","Kuching Bay IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kuching-bay/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides","Tursiops aduncus","Malaysia"
"IMMA","North East Indian Ocean and South East Asian Seas","Con Dao IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/con-dao/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Dugong dugon","Kogia breviceps","Viet Nam"
"IMMA","North East Indian Ocean and South East Asian Seas","Malampaya Sound IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/malampaya-sound/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, D1","Orcaella brevirostris","Tursiops truncatus","Philippines"
"IMMA","North East Indian Ocean and South East Asian Seas","Similajau-Kuala Nyalau Coastline IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/similajau-kuala-nyalau-coastline/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides","","Malaysia"
"IMMA","North East Indian Ocean and South East Asian Seas","Chilika Lagoon IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/chilika-lagoon/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Orcaella brevirostris","","India"
"IMMA","North East Indian Ocean and South East Asian Seas","Gulf of Mannar and Palk Bay IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-mannar-palk-bay/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Dugong dugon","","India, Sri Lanka"
"IMMA","North East Indian Ocean and South East Asian Seas","Tolitoli IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/tolitoli/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Dugong dugon","","Indonesia"
"IMMA","Pacific Islands","Main Solomon Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/main-solomon-islands/ ?"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, D2","Tursiops aduncus, Dugong dugon, Balaenoptera omurai","Physeter macrocephalus, Peponocephala electra, Mesoplodon densirostris, Lagenodelphis hosei, Kogia breviceps, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Balaenoptera acutorostrata, Orcinus orca, Stenella attenuata, Steno bredanensis, Tursiops truncatus, Stenella coeruleoalba, Grampus griseus, Delphinus delphis, Orcaella brevirostris, Stenella longirostris","Papua New Guinea, Solomon Islands"
"IMMA","Pacific Islands","Waters of New Caledonia and Loyalty Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/waters-new-caledonia-loyalty-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, D2","Physeter macrocephalus, Megaptera novaeangliae","Ziphius cavirostris, Indopacetus pacificus, Globicephala macrorhynchus, Tursiops truncatus, Kogia sima, Kogia breviceps, Grampus griseus, Balaenoptera omurai, Stenella attenuata, Mesoplodon densirostris, Peponocephala electra, Stenella longirostris, Balaenoptera musculus brevicauda, Balaenoptera bonaerensis, Feresa attenuata, Pseudorca crassidens, Balaenoptera borealis, Orcinus orca","New Caledonia - France"
"IMMA","Pacific Islands","Tongan Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/tongan-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, D1, D2","Megaptera novaeangliae, Stenella longirostris","Physeter macrocephalus, Balaenoptera musculus brevicauda, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Balaenoptera borealis, Balaenoptera brydei, Kogia sima, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Feresa attenuata, Orcinus orca, Peponocephala electra, Stenella attenuata, Steno bredanensis, Tursiops truncatus, Grampus griseus","Tonga"
"IMMA","Pacific Islands","Cook Islands Southern Group IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cook-islands-southern-group/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C3, D2","Megaptera novaeangliae, Stenella longirostris","Balaenoptera bonaerensis, Mesoplodon densirostris, Balaenoptera musculus, Balaenoptera edeni, Ziphius cavirostris, Pseudorca crassidens, Balaenoptera physalus, Lagenodelphis hosei, Peponocephala electra, Balaenoptera omurai, Feresa attenuata, Steno bredanensis, Balaenoptera borealis, Globicephala macrorhynchus, Physeter macrocephalus","Cook Islands, French Polynesia, Areas Beyond National Jurisdiction"
"IMMA","Pacific Islands","Marquesas Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/marquesas-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, D1, D2","Peponocephala electra, Stenella longirostris","Physeter macrocephalus, Megaptera novaeangliae, Mesoplodon densirostris, Lagenodelphis hosei, Kogia sima, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Feresa attenuata, Orcinus orca, Stenella attenuata, Steno bredanensis, Tursiops truncatus, Grampus griseus","French Polynesia - France"
"IMMA","Pacific Islands","Society Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/society-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, D1, D2","Megaptera novaeangliae, Stenella longirostris, Steno bredanensis","Kogia sima, Mesoplodon densirostris, Ziphius cavirostris, Peponocephala electra, Lagenodelphis hosei, Orcinus orca, Globicephala macrorhynchus, Pseudorca crassidens, Feresa attenuata, Grampus griseus, Stenella attenuata, Physeter macrocephalus, Tursiops truncatus","French Polynesia - France"
"IMMA","Pacific Islands","Main Hawaiian Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/main-hawaiian-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Neomonachus schauinslandi","Stenella longirostris, Tursiops truncatus, Feresa attenuata, Globicephala macrorhynchus, Kogia sima, Mesoplodon densirostris, Peponocephala electra, Stenella attenuata, Steno bredanensis, Ziphius cavirostris, Pseudorca crassidens, Megaptera novaeangliae","United States of America"
"IMMA","Pacific Islands","Northwestern Hawaiian Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/north-west-hawaiian-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1","Neomonachus schauinslandi, Stenella longirostris","Tursiops truncatus, Feresa attenuata, Globicephala macrorhynchus, Kogia sima, Mesoplodon densirostris, Peponocephala electra, Stenella attenuata, Steno bredanensis, Ziphius cavirostris, Pseudorca crassidens, Megaptera novaeangliae","United States of America"
"IMMA","Pacific Islands","Main Hawaiian Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/main-hawaiian-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, D2","Stenella longirostris, Tursiops truncatus, Feresa attenuata, Globicephala macrorhynchus, Mesoplodon densirostris, Peponocephala electra, Kogia sima, Stenella attenuata, Steno bredanensis, Ziphius cavirostris, Pseudorca crassidens, Megaptera novaeangliae","Neomonachus schauinslandi, Stenella coeruleoalba, Steno bredanensis, Grampus griseus, Kogia breviceps, Physeter macrocephalus, Indopacetus pacificus, Balaenoptera physalus, Balaenoptera acutorostrata, Balaenoptera borealis","United States of America"
"IMMA","Pacific Islands","Samoan Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/samoan-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, D1, D2","Megaptera novaeangliae, Stenella longirostris, Steno bredanensis","Kogia sima, Mesoplodon densirostris, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Stenella attenuata, Physeter macrocephalus, Tursiops truncatus","American Samoa, Samoa"
"IMMA","Pacific Islands","Bismarck Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/bismarck-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2, D2","Orcinus orca, Physeter macrocephalus","Stenella longirostris, Tursiops truncatus, Tursiops aduncus, Stenella attenuata, Grampus griseus, Globicephala macrorhynchus, Ziphius cavirostris","Papua New Guinea"
"IMMA","Pacific Islands","Vatu-i-Ra IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/vatu-i-ra/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, D2","Megaptera novaeangliae, Stenella longirostris","Globicephala macrorhynchus, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Tursiops truncatus, Balaenoptera acutorostrata, Orcinus orca","Fiji"
"IMMA","Pacific Islands","Austral Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/austral-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1","Megaptera novaeangliae","Physeter macrocephalus, Stenella longirostris, Tursiops truncatus, Ziphius cavirostris, Mesoplodon densirostris, Stenella attenuata, Steno bredanensis","French Polynesia - France"
"IMMA","Pacific Islands","Southern Shelf Waters and Reef Edge of Palau IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-shelf-waters-slope-edge-palau/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1","Dugong dugon","Feresa attenuata, Physeter macrocephalus, Peponocephala electra, Stenella longirostris, Stenella attenuata, Pseudorca crassidens, Globicephala macrorhynchus","Palau"
"IMMA","Pacific Islands","New Caledonian Lagoons and Shelf Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/new-caledonian-main-island-lagoons-and-shelf/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1","Megaptera novaeangliae, Dugong dugon, Tursiops aduncus","Stenella longirostris, Balaenoptera acutorostrata, Balaenoptera omurai","New Caledonia - France"
"IMMA","Pacific Islands","Kikori Delta IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kikori-delta/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2","Orcaella heinsohni, Sousa sahulensis","Tursiops aduncus, Dugong dugon","Papua New Guinea"
"IMMA","Pacific Islands","Chesterfield-Bellona Coral Reef Complex and Seamounts IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/test/factsheets/chesterfield-bellona-coral-reef-complex-seamounts/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C3","Megaptera novaeangliae","Stenella longirostris, Tursiops aduncus","New Caledonia - France, Areas Beyond National Jurisdiction"
"IMMA","Pacific Islands","Wallis and Futuna IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/wallis-and-futuna-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2","Indopacetus pacificus, Peponocephala electra, Megaptera novaeangliae, Physeter macrocephalus, Tursiops truncatus, Steno bredanensis, Stenella longirostris, Stenella attenuata, Grampus griseus, Globicephala macrorhynchus, Pseudorca crassidens, Mesoplodon densirostris, Kogia spp., Orcinus orca","","Wallis and Futuna - France"
"IMMA","Pacific Islands","Kona Coast of Hawaii Island IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kona-coast-hawaii-island/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, B2, D1","Stenella longirostris","","United States of America"
"IMMA","Pacific Islands","New Caledonia Southern Seamounts and Banks IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/new-caledonia-southern-seamounts/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, D1","Megaptera novaeangliae","","New Caledonia - France"
"IMMA","Pacific Islands","Palmyra Atoll IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/palmyra-atoll/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, D1","Peponocephala electra","","United States of America"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gulf of California IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-california-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D2","Balaenoptera musculus, Balaenoptera physalus, Megaptera novaeangliae, Phocoena sinus","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera edeni, Eschrichtius robustus, Berardius bairdii, Eubalaena japonica, Mesoplodon densirostris, Mesoplodon ginkgoden, Mesoplodon peruvianus, Indopacetus pacificus, Ziphius cavirostris, Kogia sima, Kogia breviceps, Pseudorca crassidens, Grampus griseus, Feresa attenuata, Lagenorhynchus obliquidens, Stenella attenuata, Stenella coeruleoalba, Stenella longirostris, Steno bredanensis, Peponocephala electra, Globicephala macrorhynchus, Delphinus delphis, Orcinus orca, Physeter macrocephalus, Tursiops truncatus, Arctocephalus philippii townsendi, Zalophus californianus","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Pacific Coast of Baja California Peninsula IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/pacific-coast-of-baja-california-peninsula-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, C3, D2","Balaenoptera musculus, Megaptera novaeangliae, Eschrichtius robustus","Balaenoptera physalus, Balaenoptera borealis, Balaenoptera edeni, Balaenoptera acutorostrata, Physeter macrocephalus, Kogia breviceps, Kogia sima, Berardius bairdii, Ziphius cavirostris, Orcinus orca, Globicephala macrorhynchus, Pseudorca crassidens, Grampus griseus, Tursiops truncatus, Stenella longirostris orientalis, Stenella coeruleoalba, Stenella attenuata, Delphinus delphis delphis, Lagenorhynchus obliquidens, Arctocephalus philippii townsendi, Zalophus californianus, Mirounga angustirostris, Phoca vitulina richardii","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Chacao Channel - Guamblin Island IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/chacao-channel-to-guamblin-island-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1, C2","Otaria byronia, Arctocephalus australis","Balaenoptera musculus, Megaptera novaeangliae, Eubalaena australis, Balaenoptera physalus, Balaenoptera borealis, Physeter macrocephalus, Orcinus orca, Tursiops truncatus, Lissodelphis peronii, Lagenorhynchus obscurus, Lagenorhynchus australis, Cephalorhynchus eutropia, Phocoena spinipinnis, Mirounga leonina","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Revillagigedo Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/revillagigedo-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, D2","Megaptera novaeangliae","Balaenoptera edeni, Balaenoptera musculus, Stenella attenuata, Stenella longirostris, Stenella coeruleoalba, Tursiops truncatus, Steno bredanensis, Delphinus delphis, Pseudorca crassidens, Orcinus orca, Ziphius cavirostris, Mesoplodon peruvianus, Physeter macrocephalus","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Eastern Pacific Warm Pool IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/eastern-pacific-warm-pool-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C3, D1, D2","Stenella longirostris, Mesoplodon peruvianus, Stenella attenuata, Balaenoptera musculus","Balaenoptera edeni, Physeter macrocephalus, Kogia sima, Ziphius cavirostris, Orcinus orca, Feresa attenuata, Pseudorca crassidens, Grampus griseus, Steno bredanensis, Tursiops truncatus, Stenella coeruleoalba, Delphinus delphis","Mexico, Areas Beyond National Jurisdiction"
"IMMA","South East Tropical and Temperate Pacific Ocean","Guadalupe Island IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/guadalupe-island-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D2","Arctocephalus philippii, Mirounga angustirostris, Ziphius cavirostris","Zalophus californianus, Tursiops truncatus, Lagenorhynchus obliquidens, Delphinus delphis, Megaptera novaeangliae, Balaenoptera musculus, Orcinus orca, Balaenoptera edeni, Balaenoptera physalus, Globicephala macrorhynchus, Grampus griseus, Physeter macrocephalus","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Central America Humpback Whale Corridor IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/central-america-humpback-whale-corridor-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Megaptera novaeangliae","Balaenoptera edeni, Delphinus delphis, Grampus griseus, Kogia sima, Mesoplodon peruvianus, Orcinus orca, Pseudorca crassidens, Stenella attenuata, Stenella coeruleoalba, Stenella longirostris, Tursiops truncatus, Steno bredanensis","Mexico, Panama, Costa Rica, Guatemala, El Salvador, Nicaragua, Colombia"
"IMMA","South East Tropical and Temperate Pacific Ocean","Juan Fernandez Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/juan-fernandez-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2","Arctocephalus philippii","Mirounga leonina, Arctocephalus tropicalis, Balaenoptera physalus, Balaenoptera musculus, Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Delphinus delphis, Orcinus orca, Tursiops truncatus","Chile"
"IMMA","South East Tropical and Temperate Pacific Ocean","Upper Gulf of California IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/upper-gulf-of-california-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Phocoena sinus","Delphinus delphis, Tursiops truncatus, Pseudorca crassidens, Orcinus orca, Balaenoptera edeni, Balaenoptera physalus, Balaenoptera musculus, Megaptera novaeangliae, Ziphius cavirostris, Zalophus californianus, Eschrichtius robustus, Kogia breviceps","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Banderas Bay and Islands of Nayarit IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/banderas-bay-and-islands-of-nayarit-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, D2","Megaptera novaeangliae","Balaenoptera edeni, Eschrichtius robustus, Kogia sima, Orcinus orca, Pseudorca crassidens, Physeter macrocephalus, Stenella attenuata, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Ziphius cavirostris","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Central Humboldt Current Upwelling System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/central-humboldt-current-upwelling-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1, D2","Arctocephalus australis, Eubalaena australis, Lagenorhynchus obscurus, Lontra felina, Otaria byronia, Phocoena spinipinnis","Balaenoptera borealis, Balaenoptera edeni, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Grampus griseus, Lissodelphis peronii, Megaptera novaeangliae, Physeter macrocephalus, Tursiops truncatus","Chile, Peru"
"IMMA","South East Tropical and Temperate Pacific Ocean","Osa Peninsula IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/osa-peninsula-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2, D2","Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus, Stenella longirostris, Delphinus delphis","Orcinus orca, Steno bredanensis, Grampus griseus, Globicephala macrorhynchus, Lagenodelphis hosei, Physeter macrocephalus, Kogia sima, Ziphius cavirostris, Balaenoptera edeni, Balaenoptera acutorostrata","Costa Rica"
"IMMA","South East Tropical and Temperate Pacific Ocean","Costa Rica Thermal Dome IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/costa-rica-thermal-dome-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Balaenoptera musculus, Stenella coeruleoalba, Delphinus delphis, Mesoplodon peruvianus","Stenella longirostris, Stenella attenuata, Tursiops truncatus, Steno bredanensis, Feresa attenuata, Globicephala macrorhynchus, Kogia sima, Megaptera novaeangliae, Grampus griseus, Balaenoptera edeni","Costa Rica, El Salvador, Nicaragua, Guatemala, Areas Beyond National Jurisdiction"
"IMMA","South East Tropical and Temperate Pacific Ocean","Gorgona-Tribuga-Malpelo IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gorgona-tribuga-malpelo-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1, D2","Stenella attenuata, Tursiops truncatus, Megaptera novaeangliae","Physeter macrocephalus, Stenella coeruleoalba, Delphinus delphis, Grampus griseus, Steno bredanensis, Peponocephala electra, Pseudorca crassidens, Globicephala macrorhynchus, Kogia sima, Balaenoptera edeni","Panama, Colombia"
"IMMA","South East Tropical and Temperate Pacific Ocean","La Paz Bay IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/la-paz-bay-and-surrounding-islands-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1, C2, D2","Arctocephalus philippii, Zalophus californianus","Tursiops truncatus, Delphinus delphis, Megaptera novaeangliae, Balaenoptera musculus, Orcinus orca, Balaenoptera edeni, Balaenoptera physalus, Globicephala macrorhynchus, Grampus griseus, Physeter macrocephalus","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Western Baja California Lagoons and Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/western-baja-california-lagoons-and-coastal-waters-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C3","Eschrichtius robustus, Balaenoptera musculus","Balaenoptera edeni, Megaptera novaeangliae, Orcinus orca, Tursiops truncatus, Delphinus delphis, Lagenorhynchus obliquidens, Arctocephalus philippii, Zalophus californianus, Mirounga angustirostris, Phoca vitulina","Mexico"
"IMMA","South East Tropical and Temperate Pacific Ocean","Galapagos Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/galapagos-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D2","Arctocephalus galapagoensis, Zalophus wollebaeki, Balaenoptera musculus, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Orcinus orca","Globicephala macrorhynchus, Grampus griseus, Tursiops truncatus, Delphinus delphis, Stenella coeruleoalba, Ziphius cavirostris, Kogia sima, Stenella attenuata, Stenella longirostris","Ecuador"
"IMMA","South East Tropical and Temperate Pacific Ocean","Western Magellan Strait IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/western-magellan-strait-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","C2","Megaptera novaeangliae","Orcinus orca, Cephalorhynchus eutropia, Lagenorhynchus australis, Phocoena spinipinnis, Balaenoptera borealis, Arctocephalus australis, Otaria byronia, Mirounga leonina, Lontra provocax","Chile"
