"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"IMMA","Extended Southern Ocean","Crozet Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/crozet-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","C1, C2, D1","Orcinus orca, Mirounga leonina, Arctocephalus gazella, Arctocephalus tropicalis","Physeter macrocephalus, Balaenoptera musculus","France, Areas Beyond National Jurisdiction"
"IMMA","Extended Southern Ocean","Bouvetøya and Surrounding Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/bouvetoya-surrounding-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2","Mirounga leonina, Arctocephalus gazella","Megaptera novaeangliae, Ommatophoca rossii","Norway, Areas Beyond National Jurisdiction"
"IMMA","Extended Southern Ocean","South Georgia  IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/south-georgia/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2, D1","Arctocephalus gazella, Leptonychotes weddellii, Mirounga leonina","Hydrurga leptonyx","South Georgia and the South Sandwich Islands - United Kingdom"
"IMMA","Mediterranean Sea","Alborán Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/alboran-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D1, D2","Delphinus delphis, Tursiops truncatus","Balaenoptera physalus, Globicephala melas, Orcinus orca, Grampus griseus, Physeter macrocephalus, Ziphius cavirostris, Stenella coeruleoalba","Gibraltar, Morocco, Spain"
"IMMA","Mediterranean Sea","Northern Sporades IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-sporades/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","Delphinus delphis, Tursiops truncatus, Stenella coeruleoalba, Grampus griseus, Ziphius cavirostris, Physeter macrocephalus","Greece"
"IMMA","Mediterranean Sea","Shelf of the Gulf of Lion IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/shelf-gulf-lion/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Tursiops truncatus","Balaenoptera physalus, Tursiops truncatus, Stenella coeruleoalba, Grampus griseus, Ziphius cavirostris, Physeter macrocephalus","France, Spain"
"IMMA","Mediterranean Sea","North West Mediterranean Sea, Slope and Canyon System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/north-western-mediterranean-sea-slope-canyon-system/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Balaenoptera physalus, Physeter macrocephalus, Grampus griseus","Stenella coeruleoalba, Globicephala melas, Delphinus delphis, Ziphius cavirostris, Tursiops truncatus","France, Italy, Monaco, Spain"
"IMMA","Mediterranean Sea","Alborán Corridor IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/alboran-corridor/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C3","Balaenoptera physalus, Physeter macrocephalus","Orcinus orca, Stenella coeruleoalba, Delphinus delphis, Tursiops truncatus, Globicephala melas","Gibraltar, Morocco, Spain"
"IMMA","Mediterranean Sea","Hellenic Trench IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/hellenic-trench/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1, D2","Physeter macrocephalus, Ziphius cavirostris","Stenella coeruleoalba, Grampus griseus, Delphinus delphis, Tursiops truncatus, Monachus monachus","Greece, Türkiye"
"IMMA","Mediterranean Sea","Balearic Islands Shelf and Slope IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/balearic-islands-shelf-slope/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Physeter macrocephalus","Stenella coeruleoalba, Tursiops truncatus, Grampus griseus, Globicephala melas, Delphinus delphis","Spain"
"IMMA","Mediterranean Sea","Western Ligurian Sea and Genoa Canyon IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/western-ligurian-sea-genoa-canyon/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2","Ziphius cavirostris","Stenella coeruleoalba, Physeter macrocephalus, Globicephala melas, Balaenoptera physalus, Grampus griseus","France, Italy"
"IMMA","Mediterranean Sea","Campanian and Pontino Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/campanian-pontino-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Physeter macrocephalus","Balaenoptera physalus, Grampus griseus, Physeter macrocephalus, Stenella coeruleoalba","Italy"
"IMMA","Mediterranean Sea","Northern Coast and Islands of the Thracian Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-coast-thracian-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Phocoena phocoena","Delphinus delphis, Tursiops truncatus, Stenella coeruleoalba, Monachus monachus","Greece, Türkiye"
"IMMA","Mediterranean Sea","Alborán Deep IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/alboran-deep/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Globicephala melas, Grampus griseus, Physeter macrocephalus, Ziphius cavirostris","Balaenoptera physalus, Delphinus delphis, Tursiops truncatus","Algeria, Morocco, Spain"
"IMMA","Mediterranean Sea","Waters of Ischia and Ventotene IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/waters-ischia-ventotene/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Balaenoptera physalus, Tursiops truncatus, Delphinus delphis","Physeter macrocephalus, Grampus griseus, Stenella coeruleoalba","Italy"
"IMMA","Mediterranean Sea","Gulf of Corinth IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-corinth/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1","Stenella coeruleoalba, Delphinus delphis","Tursiops truncatus, Grampus griseus, Monachus monachus","Greece"
"IMMA","Mediterranean Sea","Ionian Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/ionian-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2","Delphinus delphis, Monachus monachus","Balaenoptera physalus, Tursiops truncatus, Ziphius cavirostris","Albania, Greece"
"IMMA","Mediterranean Sea","Central Aegean IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/central-aegean/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","Delphinus delphis, Tursiops truncatus, Stenella coeruleoalba","Greece, Türkiye"
"IMMA","Mediterranean Sea","Lampedusa IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lampedusa/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2","Balaenoptera physalus, Tursiops truncatus","Delphinus delphis, Stenella coeruleoalba","Italy, Tunisia"
"IMMA","Mediterranean Sea","Coastal Shelf Waters of the South East Levantine Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/coastal-shelf-waters-southeast-levantine-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2, D1","Tursiops truncatus, Delphinus delphis","Monachus monachus","Israel, Lebanon, Palestine-Gaza Strip"
"IMMA","Mediterranean Sea","Akamas and Chrysochou Bay IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/akamas-chrysochou-bay/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","","Cyprus"
"IMMA","Mediterranean Sea","Akrotiri IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/akrotiri/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","","Cyprus"
"IMMA","Mediterranean Sea","Chios and Turkish Coast IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/chios-turkish-coast/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","","Greece, Türkiye"
"IMMA","Mediterranean Sea","Cilician Basin IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cilician-basin/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1","Monachus monachus","","Türkiye"
"IMMA","Mediterranean Sea","Gulf of Ambracia IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-ambracia/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, D1","Tursiops truncatus","","Greece"
"IMMA","Mediterranean Sea","Kélibia IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kelibia/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2","Tursiops truncatus","","Tunisia"
"IMMA","Mediterranean Sea","Northern Coast of Cyprus IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-coast-cyprus/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Monachus monachus","","Cyprus"
"IMMA","Mediterranean Sea","Northern Adriatic and Dalmatian Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-adriatic-and-dalmatian-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, D1","Tursiops truncatus","","Croatia, Bosnia and Herzegovina, Italy, Montenegro, Slovenia"
"IMMA","North East Atlantic Ocean","Canary and Madeira Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/canary-and-madeira-islands-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, D2","Tursiops truncatus, Globicephala macrorhynchus, Stenella frontalis, Delphinus delphis, Ziphius cavirostris, Physeter macrocephalus, Balaenoptera edeni, Stenella coeruleoalba, Steno bredanensis, Grampus griseus, Mesoplodon densirostris","Orcinus orca, Pseudorca crassidens, Kogia breviceps, Kogia sima, Mesoplodon europaeus, Balaenoptera physalus, Balaenoptera borealis, Balaenoptera musculus, Balaenoptera acutorostrata, Megaptera novaeangliae","Spain, Portugal"
"IMMA","North East Atlantic Ocean","Southeastern Rockall Slope and Canyons IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southeastern-rockall-slope-and-canyons-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Physeter macrocephalus, Hyperoodon ampullatus, Ziphius cavirostris, Mesoplodon bidens, Globicephala melas, Balaenoptera borealis, Balaenoptera musculus, Balaenoptera physalus, Lagenorhynchus acutus, Tursiops truncatus","Pseudorca crassidens, Stenella coeruleoalba, Lagenorhynchus albirostris, Delphinus delphis, Phocoena phocoena, Balaenoptera acutorostrata ,Orcinus orca, Megaptera novaeangliae, Eubalaena glacialis","Ireland, Areas Beyond National Jurisdiction"
"IMMA","North East Atlantic Ocean","Minches and the Sea of the Hebrides IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/minches-and-the-sea-of-the-hebrides-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, B2, C1, C2, D1, D2","Halichoerus grypus, Phoca vitulina, Tursiops truncatus, Phocoena phocoena, Delphinus delphis, Grampus griseus, Lagenorhynchus albirostris, Balaenoptera acutorostrata, Orcinus orca","Megaptera novaeangliae, Balaenoptera physalus, Balaenoptera borealis, Lagenorhynchus acutus Globicephala melas, Hyperoodon ampullatus, Mesoplodon densirostris","United Kingdom of Great Britain and Northern Ireland, Ireland"
"IMMA","North East Atlantic Ocean","Moray Firth to Humber Estuary IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/moray-firth-to-humber-estuary-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C1, C2","Tursiops truncatus, Balaenoptera acutorostrata, Halichoerus grypus, Phoca vitulina","Megaptera novaeangliae, Phocoena phocoena, Lagenorhynchus albirostris, Grampus griseus, Orcinus orca, Delphinus delphis","United Kingdom of Great Britain and Northern Ireland"
"IMMA","North East Atlantic Ocean","Azores Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/azores-archipelago-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, C2, D1, D2","Ziphius cavirostris, Physeter macrocephalus, Balaenoptera physalus, Hyperoodon ampullatus, Mesoplodon bidens, Mesoplodon mirus, Delphinus delphis, Stenella coeruleoalba, Tursiops truncatus, Grampus griseus, Globicephala melas, Globicephala macrorhynchus, Balaenoptera acutorostrata, Balaenoptera borealis, Orcinus orca, Megaptera novaeangliae, Phocoena phocoena, Mesoplodon densirostris, Mesoplodon europaeus","Kogia breviceps, Kogia sima, Mesoplodon europaeus, Mesoplodon mirus, Globicephala melas","Portugal"
"IMMA","North East Atlantic Ocean","Rockall Trough Seamounts and Banks IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/rockall-trough-seamounts-and-banks-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, D2","Physeter macrocephalus, Hyperoodon ampullatus, Ziphius cavirostris, Mesoplodon bidens, Globicephala melas, Balaenoptera borealis, Balaenoptera musculus, Balaenoptera physalus, Megaptera novaeangliae","Lagenorhynchus acutus, Grampus griseus, Delphinus delphis, Stenella coeruleoalba, Tursiops truncatus","United Kingdom of Great Britain and Northern Ireland, Ireland, Denmark"
"IMMA","North East Atlantic Ocean","Shetland and Fair Isle IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/shetland-and-fair-isle-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2, C3, D2","Phoca vitulina, Phocoena phocoena, Orcinus orca, Halichoerus grypus, Balaenoptera acutorostrata, Grampus griseus, Megaptera novaeangliae, Lagenorhynchus acutus, Lagenorhynchus albirostris","Delphinus delphis, Globicephala melas, Physeter macrocephalus, Balaenoptera physalus, Balaenoptera borealis","United Kingdom of Great Britain and Northern Ireland"
"IMMA","North East Atlantic Ocean","The Shannon (Sionna) Approaches IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/shannon-sionna-approaches-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, D1","Tursiops truncatus","Delphinus delphis, Balaenoptera acutorostrata, Phocoena phocoena, Halichoerus grypus, Phoca vitulina","Ireland"
"IMMA","North East Atlantic Ocean","Eastern North Sea and Southern Slopes of the Norwegian Trench Complex IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/eastern-north-sea-and-southern-slopes-of-the-norwegian-trench-complex-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C2","Phocoena phocoena","Phoca vitulina, Halichoerus grypus, Balaenoptera acutorostrata, Orcinus orca, Lagenorhynchus albirostris","Denmark, Germany, Norway, Sweden"
"IMMA","North East Atlantic Ocean","Porcupine Seabight and Bank IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/porcupine-seabight-and-bank-imma/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, D2","Balaenoptera musculus, Balaenoptera physalus, Balaenoptera borealis, Balaenoptera acutorostrata, Physeter macrocephalus, Mesoplodon bidens, Globicephala melas, Tursiops truncatus, Delphinus delphis, Stenella coeruleoalba, Grampus griseus","Megaptera novaeangliae, Orcinus orca,  Ziphius cavirostris, Hyperoodon ampullatus","Ireland"
