date,value
2020-11-15,0.2044355273246765
2020-12-15,0.1446134746074676
2021-01-15,0.1555213779211044
2021-02-15,0.1312510520219802
2021-03-15,0.1866913437843322
2021-04-15,0.210896760225296
2021-05-15,0.2134707272052765
2021-06-15,0.2339737862348556
2021-07-15,0.2406380325555801
2021-08-15,0.2179567366838455
2021-09-15,0.2110867798328399
2021-10-15,0.2333318293094635
2021-11-15,0.2549318969249725
2021-12-15,0.2135222256183624
